"['2/14/06', '0.021427', '0', '0.031836', '0.014383', '0.010012', '0.0023003', '0.0045004', '0.044768', '0.36642', '0.0045367', '0', '0.067684', '0.16805', '0', '0', '0', '0.011227', '0.2313', '0.0069313', '0.014622']"
"['8/7/07', '0.021366', '0', '0.031611', '0.01446', '0.010238', '0.0023179', '0.0044907', '0.044575', '0.36382', '0.0045149', '0', '0.069729', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/7/07', '0.021366', '0', '0.031611', '0.01446', '0.010238', '0.0023179', '0.0044907', '0.044575', '0.36382', '0.0045149', '0', '0.069729', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/7/07', '0.021366', '0', '0.031611', '0.01446', '0.010238', '0.0023179', '0.0044907', '0.044575', '0.36382', '0.0045149', '0', '0.069729', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/8/07', '0.021366', '0', '0.03161', '0.01446', '0.010238', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045149', '0', '0.069733', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/8/07', '0.021366', '0', '0.03161', '0.01446', '0.010238', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045149', '0', '0.069733', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/8/07', '0.021366', '0', '0.03161', '0.01446', '0.010238', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045149', '0', '0.069733', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/8/07', '0.021366', '0', '0.03161', '0.01446', '0.010238', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045149', '0', '0.069733', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/8/07', '0.021366', '0', '0.03161', '0.01446', '0.010238', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045149', '0', '0.069733', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/9/07', '0.021366', '0', '0.03161', '0.01446', '0.010239', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045148', '0', '0.069737', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/9/07', '0.021366', '0', '0.03161', '0.01446', '0.010239', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045148', '0', '0.069737', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/9/07', '0.021366', '0', '0.03161', '0.01446', '0.010239', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045148', '0', '0.069737', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/9/07', '0.021366', '0', '0.03161', '0.01446', '0.010239', '0.002318', '0.0044907', '0.044574', '0.36381', '0.0045148', '0', '0.069737', '0.16892', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/11/07', '0.021366', '0', '0.031609', '0.01446', '0.010239', '0.0023181', '0.0044906', '0.044573', '0.3638', '0.0045147', '0', '0.069744', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/12/07', '0.021365', '0', '0.031609', '0.01446', '0.01024', '0.0023181', '0.0044906', '0.044573', '0.36379', '0.0045147', '0', '0.069748', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/12/07', '0.021365', '0', '0.031609', '0.01446', '0.01024', '0.0023181', '0.0044906', '0.044573', '0.36379', '0.0045147', '0', '0.069748', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/12/07', '0.021365', '0', '0.031609', '0.01446', '0.01024', '0.0023181', '0.0044906', '0.044573', '0.36379', '0.0045147', '0', '0.069748', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/13/07', '0.021365', '0', '0.031608', '0.014461', '0.01024', '0.0023181', '0.0044906', '0.044572', '0.36379', '0.0045147', '0', '0.069752', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/13/07', '0.021365', '0', '0.031608', '0.014461', '0.01024', '0.0023181', '0.0044906', '0.044572', '0.36379', '0.0045147', '0', '0.069752', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/13/07', '0.021365', '0', '0.031608', '0.014461', '0.01024', '0.0023181', '0.0044906', '0.044572', '0.36379', '0.0045147', '0', '0.069752', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/14/07', '0.021365', '0', '0.031608', '0.014461', '0.010241', '0.0023182', '0.0044906', '0.044572', '0.36379', '0.0045146', '0', '0.069756', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/14/07', '0.021365', '0', '0.031608', '0.014461', '0.010241', '0.0023182', '0.0044906', '0.044572', '0.36379', '0.0045146', '0', '0.069756', '0.16893', '0', '0', '0', '0.011198', '0.23121', '0.0069304', '0.014623']"
"['8/15/07', '0.021365', '0', '0.031607', '0.014461', '0.010241', '0.0023182', '0.0044906', '0.044572', '0.36378', '0.0045146', '0', '0.069759', '0.16893', '0', '0', '0', '0.011197', '0.23121', '0.0069304', '0.014623']"
"['8/16/07', '0.021365', '0', '0.031607', '0.014461', '0.010242', '0.0023182', '0.0044906', '0.044571', '0.36378', '0.0045145', '0', '0.069763', '0.16893', '0', '0', '0', '0.011197', '0.23121', '0.0069304', '0.014623']"
"['8/16/07', '0.021365', '0', '0.031607', '0.014461', '0.010242', '0.0023182', '0.0044906', '0.044571', '0.36378', '0.0045145', '0', '0.069763', '0.16893', '0', '0', '0', '0.011197', '0.23121', '0.0069304', '0.014623']"
"['8/17/07', '0.021365', '0', '0.031607', '0.014461', '0.010242', '0.0023183', '0.0044905', '0.044571', '0.36377', '0.0045145', '0', '0.069767', '0.16894', '0', '0', '0', '0.011197', '0.23121', '0.0069304', '0.014623']"
"['8/18/07', '0.021365', '0', '0.031606', '0.014461', '0.010242', '0.0023183', '0.0044905', '0.044571', '0.36377', '0.0045144', '0', '0.069771', '0.16894', '0', '0', '0', '0.011197', '0.23121', '0.0069304', '0.014623']"
"['8/19/07', '0.021365', '0', '0.031606', '0.014461', '0.010243', '0.0023183', '0.0044905', '0.04457', '0.36376', '0.0045144', '0', '0.069775', '0.16894', '0', '0', '0', '0.011197', '0.23121', '0.0069303', '0.014623']"
"['8/24/07', '0.021364', '0', '0.031604', '0.014462', '0.010245', '0.0023185', '0.0044904', '0.044568', '0.36374', '0.0045142', '0', '0.069794', '0.16895', '0', '0', '0', '0.011197', '0.23121', '0.0069303', '0.014623']"
"['8/25/07', '0.021364', '0', '0.031603', '0.014462', '0.010245', '0.0023185', '0.0044904', '0.044568', '0.36373', '0.0045142', '0', '0.069797', '0.16895', '0', '0', '0', '0.011197', '0.23121', '0.0069303', '0.014623']"
"['8/26/07', '0.021364', '0', '0.031603', '0.014462', '0.010246', '0.0023186', '0.0044904', '0.044568', '0.36373', '0.0045141', '0', '0.069801', '0.16895', '0', '0', '0', '0.011197', '0.23121', '0.0069303', '0.014623']"
"['8/31/07', '0.021363', '0', '0.031601', '0.014463', '0.010248', '0.0023187', '0.0044903', '0.044566', '0.3637', '0.0045139', '0', '0.06982', '0.16896', '0', '0', '0', '0.011197', '0.23121', '0.0069303', '0.014623']"
"['9/3/07', '0.021363', '0', '0.0316', '0.014464', '0.010249', '0.0023188', '0.0044902', '0.044565', '0.36369', '0.0045138', '0', '0.069832', '0.16896', '0', '0', '0', '0.011196', '0.23121', '0.0069303', '0.014623']"
"['9/3/07', '0.021363', '0', '0.0316', '0.014464', '0.010249', '0.0023188', '0.0044902', '0.044565', '0.36369', '0.0045138', '0', '0.069832', '0.16896', '0', '0', '0', '0.011196', '0.23121', '0.0069303', '0.014623']"
"['9/3/07', '0.021363', '0', '0.0316', '0.014464', '0.010249', '0.0023188', '0.0044902', '0.044565', '0.36369', '0.0045138', '0', '0.069832', '0.16896', '0', '0', '0', '0.011196', '0.23121', '0.0069303', '0.014623']"
"['9/3/07', '0.021363', '0', '0.0316', '0.014464', '0.010249', '0.0023188', '0.0044902', '0.044565', '0.36369', '0.0045138', '0', '0.069832', '0.16896', '0', '0', '0', '0.011196', '0.23121', '0.0069303', '0.014623']"
"['9/3/07', '0.021363', '0', '0.0316', '0.014464', '0.010249', '0.0023188', '0.0044902', '0.044565', '0.36369', '0.0045138', '0', '0.069832', '0.16896', '0', '0', '0', '0.011196', '0.23121', '0.0069303', '0.014623']"
"['9/5/07', '0.021363', '0', '0.031599', '0.014464', '0.01025', '0.0023189', '0.0044902', '0.044564', '0.36368', '0.0045137', '0', '0.069839', '0.16897', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/7/07', '0.021362', '0', '0.031598', '0.014464', '0.010251', '0.0023189', '0.0044902', '0.044563', '0.36367', '0.0045136', '0', '0.069847', '0.16897', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/8/07', '0.021362', '0', '0.031597', '0.014464', '0.010251', '0.002319', '0.0044901', '0.044563', '0.36366', '0.0045136', '0', '0.06985', '0.16897', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/9/07', '0.021362', '0', '0.031597', '0.014464', '0.010252', '0.002319', '0.0044901', '0.044563', '0.36366', '0.0045136', '0', '0.069854', '0.16897', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/9/07', '0.021362', '0', '0.031597', '0.014464', '0.010252', '0.002319', '0.0044901', '0.044563', '0.36366', '0.0045136', '0', '0.069854', '0.16897', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/11/07', '0.021362', '0', '0.031596', '0.014465', '0.010252', '0.0023191', '0.0044901', '0.044562', '0.36365', '0.0045135', '0', '0.069862', '0.16898', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/11/07', '0.021362', '0', '0.031596', '0.014465', '0.010252', '0.0023191', '0.0044901', '0.044562', '0.36365', '0.0045135', '0', '0.069862', '0.16898', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/11/07', '0.021362', '0', '0.031596', '0.014465', '0.010252', '0.0023191', '0.0044901', '0.044562', '0.36365', '0.0045135', '0', '0.069862', '0.16898', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/12/07', '0.021362', '0', '0.031596', '0.014465', '0.010253', '0.0023191', '0.0044901', '0.044562', '0.36364', '0.0045134', '0', '0.069866', '0.16898', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/12/07', '0.021362', '0', '0.031596', '0.014465', '0.010253', '0.0023191', '0.0044901', '0.044562', '0.36364', '0.0045134', '0', '0.069866', '0.16898', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/12/07', '0.021362', '0', '0.031596', '0.014465', '0.010253', '0.0023191', '0.0044901', '0.044562', '0.36364', '0.0045134', '0', '0.069866', '0.16898', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/19/07', '0.021361', '0', '0.031593', '0.014466', '0.010256', '0.0023193', '0.0044899', '0.044559', '0.36361', '0.0045132', '0', '0.069892', '0.16899', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/20/07', '0.021361', '0', '0.031592', '0.014466', '0.010256', '0.0023194', '0.0044899', '0.044559', '0.36361', '0.0045131', '0', '0.069896', '0.16899', '0', '0', '0', '0.011196', '0.2312', '0.0069303', '0.014623']"
"['9/22/07', '0.021361', '0', '0.031592', '0.014466', '0.010257', '0.0023194', '0.0044899', '0.044558', '0.3636', '0.004513', '0', '0.069904', '0.16899', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['9/27/07', '0.02136', '0', '0.03159', '0.014467', '0.010259', '0.0023196', '0.0044898', '0.044556', '0.36357', '0.0045128', '0', '0.069923', '0.169', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['9/29/07', '0.02136', '0', '0.031589', '0.014467', '0.01026', '0.0023197', '0.0044898', '0.044556', '0.36356', '0.0045127', '0', '0.06993', '0.169', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['9/29/07', '0.02136', '0', '0.031589', '0.014467', '0.01026', '0.0023197', '0.0044898', '0.044556', '0.36356', '0.0045127', '0', '0.06993', '0.169', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['10/1/07', '0.02136', '0', '0.031588', '0.014468', '0.010261', '0.0023197', '0.0044897', '0.044555', '0.36355', '0.0045127', '0', '0.069938', '0.16901', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['10/2/07', '0.02136', '0', '0.031587', '0.014468', '0.010261', '0.0023198', '0.0044897', '0.044554', '0.36355', '0.0045126', '0', '0.069942', '0.16901', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['10/6/07', '0.021359', '0', '0.031586', '0.014468', '0.010263', '0.0023199', '0.0044896', '0.044553', '0.36353', '0.0045125', '0', '0.069957', '0.16902', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['10/7/07', '0.021359', '0', '0.031585', '0.014468', '0.010263', '0.0023199', '0.0044896', '0.044553', '0.36352', '0.0045124', '0', '0.069961', '0.16902', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['10/8/07', '0.021359', '0', '0.031585', '0.014469', '0.010264', '0.00232', '0.0044896', '0.044552', '0.36352', '0.0045124', '0', '0.069964', '0.16902', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['10/8/07', '0.021359', '0', '0.031585', '0.014469', '0.010264', '0.00232', '0.0044896', '0.044552', '0.36352', '0.0045124', '0', '0.069964', '0.16902', '0', '0', '0', '0.011195', '0.2312', '0.0069303', '0.014623']"
"['10/18/07', '0.021358', '0', '0.031581', '0.01447', '0.010268', '0.0023203', '0.0044894', '0.044549', '0.36347', '0.004512', '0', '0.070002', '0.16903', '0', '0', '0', '0.011194', '0.2312', '0.0069302', '0.014623']"
"['10/21/07', '0.021357', '0', '0.03158', '0.01447', '0.010269', '0.0023204', '0.0044894', '0.044548', '0.36346', '0.0045119', '0', '0.070014', '0.16904', '0', '0', '0', '0.011194', '0.2312', '0.0069302', '0.014623']"
"['10/22/07', '0.021357', '0', '0.031579', '0.01447', '0.01027', '0.0023204', '0.0044893', '0.044547', '0.36345', '0.0045118', '0', '0.070017', '0.16904', '0', '0', '0', '0.011194', '0.2312', '0.0069302', '0.014623']"
"['10/27/07', '0.021357', '0', '0.031577', '0.014471', '0.010272', '0.0023206', '0.0044893', '0.044546', '0.36343', '0.0045116', '0', '0.070036', '0.16905', '0', '0', '0', '0.011194', '0.2312', '0.0069302', '0.014623']"
"['10/28/07', '0.021357', '0', '0.031577', '0.014471', '0.010272', '0.0023206', '0.0044892', '0.044545', '0.36342', '0.0045116', '0', '0.07004', '0.16905', '0', '0', '0', '0.011193', '0.2312', '0.0069302', '0.014623']"
"['11/5/07', '0.021356', '0', '0.031573', '0.014472', '0.010276', '0.0023209', '0.0044891', '0.044542', '0.36338', '0.0045112', '0', '0.070071', '0.16906', '0', '0', '0', '0.011193', '0.2312', '0.0069302', '0.014623']"
"['11/23/07', '0.021354', '0', '0.031566', '0.014475', '0.010283', '0.0023215', '0.0044888', '0.044536', '0.3633', '0.0045105', '0', '0.070139', '0.16909', '0', '0', '0', '0.011192', '0.23119', '0.0069302', '0.014623']"
"['11/28/07', '0.021353', '0', '0.031564', '0.014476', '0.010285', '0.0023216', '0.0044887', '0.044534', '0.36327', '0.0045103', '0', '0.070158', '0.1691', '0', '0', '0', '0.011192', '0.23119', '0.0069302', '0.014623']"
"['11/29/07', '0.021353', '0', '0.031563', '0.014476', '0.010286', '0.0023217', '0.0044887', '0.044534', '0.36327', '0.0045103', '0', '0.070162', '0.1691', '0', '0', '0', '0.011192', '0.23119', '0.0069302', '0.014623']"
"['11/29/07', '0.021353', '0', '0.031563', '0.014476', '0.010286', '0.0023217', '0.0044887', '0.044534', '0.36327', '0.0045103', '0', '0.070162', '0.1691', '0', '0', '0', '0.011192', '0.23119', '0.0069302', '0.014623']"
"['12/1/07', '0.021353', '0', '0.031562', '0.014476', '0.010286', '0.0023217', '0.0044886', '0.044533', '0.36326', '0.0045102', '0', '0.070169', '0.16911', '0', '0', '0', '0.011192', '0.23119', '0.0069302', '0.014623']"
"['12/3/07', '0.021353', '0', '0.031562', '0.014476', '0.010287', '0.0023218', '0.0044886', '0.044532', '0.36325', '0.0045101', '0', '0.070177', '0.16911', '0', '0', '0', '0.011192', '0.23119', '0.0069302', '0.014623']"
"['12/13/07', '0.021351', '0', '0.031557', '0.014478', '0.010291', '0.0023221', '0.0044884', '0.044529', '0.3632', '0.0045097', '0', '0.070215', '0.16913', '0', '0', '0', '0.011191', '0.23119', '0.0069301', '0.014623']"
"['12/13/07', '0.021351', '0', '0.031557', '0.014478', '0.010291', '0.0023221', '0.0044884', '0.044529', '0.3632', '0.0045097', '0', '0.070215', '0.16913', '0', '0', '0', '0.011191', '0.23119', '0.0069301', '0.014623']"
"['12/15/07', '0.021351', '0', '0.031557', '0.014478', '0.010292', '0.0023222', '0.0044884', '0.044528', '0.36319', '0.0045096', '0', '0.070222', '0.16913', '0', '0', '0', '0.011191', '0.23119', '0.0069301', '0.014623']"
"['1/16/08', '0.021348', '0', '0.031543', '0.014483', '0.010306', '0.0023232', '0.0044878', '0.044516', '0.36304', '0.0045083', '0', '0.070344', '0.16918', '0', '0', '0', '0.011189', '0.23118', '0.0069301', '0.014623']"
"['2/12/08', '0.021345', '0', '0.031532', '0.014486', '0.010317', '0.0023241', '0.0044873', '0.044507', '0.36291', '0.0045072', '0', '0.070446', '0.16922', '0', '0', '0', '0.011188', '0.23118', '0.00693', '0.014623']"
"['2/16/08', '0.021344', '0', '0.03153', '0.014487', '0.010319', '0.0023242', '0.0044872', '0.044505', '0.36289', '0.0045071', '0', '0.070461', '0.16923', '0', '0', '0', '0.011187', '0.23118', '0.00693', '0.014623']"
"['2/26/08', '0.021343', '0', '0.031526', '0.014488', '0.010323', '0.0023246', '0.0044871', '0.044502', '0.36284', '0.0045067', '0', '0.070499', '0.16925', '0', '0', '0', '0.011187', '0.23118', '0.00693', '0.014623']"
"['3/3/08', '0.021342', '0', '0.031524', '0.014489', '0.010325', '0.0023248', '0.0044869', '0.0445', '0.36281', '0.0045064', '0', '0.070522', '0.16926', '0', '0', '0', '0.011187', '0.23118', '0.00693', '0.014623']"
"['3/4/08', '0.021342', '0', '0.031523', '0.014489', '0.010326', '0.0023248', '0.0044869', '0.044499', '0.3628', '0.0045064', '0', '0.070526', '0.16926', '0', '0', '0', '0.011187', '0.23118', '0.00693', '0.014623']"
"['3/16/08', '0.021341', '0', '0.031518', '0.014491', '0.010331', '0.0023252', '0.0044867', '0.044495', '0.36275', '0.0045059', '0', '0.070572', '0.16928', '0', '0', '0', '0.011186', '0.23117', '0.00693', '0.014623']"
"['3/21/08', '0.02134', '0', '0.031516', '0.014492', '0.010333', '0.0023254', '0.0044866', '0.044493', '0.36272', '0.0045057', '0', '0.07059', '0.16928', '0', '0', '0', '0.011186', '0.23117', '0.00693', '0.014623']"
"['3/23/08', '0.02134', '0', '0.031515', '0.014492', '0.010334', '0.0023254', '0.0044866', '0.044492', '0.36271', '0.0045056', '0', '0.070598', '0.16929', '0', '0', '0', '0.011186', '0.23117', '0.00693', '0.014623']"
"['3/26/08', '0.02134', '0', '0.031514', '0.014493', '0.010335', '0.0023255', '0.0044865', '0.044491', '0.3627', '0.0045055', '0', '0.070609', '0.16929', '0', '0', '0', '0.011185', '0.23117', '0.0069299', '0.014623']"
"['3/26/08', '0.02134', '0', '0.031514', '0.014493', '0.010335', '0.0023255', '0.0044865', '0.044491', '0.3627', '0.0045055', '0', '0.070609', '0.16929', '0', '0', '0', '0.011185', '0.23117', '0.0069299', '0.014623']"
"['3/28/08', '0.021339', '0', '0.031513', '0.014493', '0.010336', '0.0023256', '0.0044865', '0.044491', '0.36269', '0.0045054', '0', '0.070617', '0.1693', '0', '0', '0', '0.011185', '0.23117', '0.0069299', '0.014623']"
"['4/5/08', '0.021339', '0', '0.03151', '0.014494', '0.010339', '0.0023258', '0.0044863', '0.044488', '0.36265', '0.0045051', '0', '0.070647', '0.16931', '0', '0', '0', '0.011185', '0.23117', '0.0069299', '0.014623']"
"['4/8/08', '0.021338', '0', '0.031509', '0.014494', '0.01034', '0.0023259', '0.0044863', '0.044487', '0.36263', '0.004505', '0', '0.070659', '0.16931', '0', '0', '0', '0.011185', '0.23117', '0.0069299', '0.014623']"
"['4/9/08', '0.021338', '0', '0.031508', '0.014495', '0.010341', '0.002326', '0.0044863', '0.044486', '0.36263', '0.0045049', '0', '0.070663', '0.16932', '0', '0', '0', '0.011185', '0.23117', '0.0069299', '0.014623']"
"['4/9/08', '0.021338', '0', '0.031508', '0.014495', '0.010341', '0.002326', '0.0044863', '0.044486', '0.36263', '0.0045049', '0', '0.070663', '0.16932', '0', '0', '0', '0.011185', '0.23117', '0.0069299', '0.014623']"
"['4/11/08', '0.021338', '0', '0.031507', '0.014495', '0.010342', '0.002326', '0.0044862', '0.044486', '0.36262', '0.0045048', '0', '0.07067', '0.16932', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/11/08', '0.021338', '0', '0.031507', '0.014495', '0.010342', '0.002326', '0.0044862', '0.044486', '0.36262', '0.0045048', '0', '0.07067', '0.16932', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/11/08', '0.021338', '0', '0.031507', '0.014495', '0.010342', '0.002326', '0.0044862', '0.044486', '0.36262', '0.0045048', '0', '0.07067', '0.16932', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/12/08', '0.021338', '0', '0.031507', '0.014495', '0.010342', '0.0023261', '0.0044862', '0.044485', '0.36262', '0.0045048', '0', '0.070674', '0.16932', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/12/08', '0.021338', '0', '0.031507', '0.014495', '0.010342', '0.0023261', '0.0044862', '0.044485', '0.36262', '0.0045048', '0', '0.070674', '0.16932', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/16/08', '0.021337', '0', '0.031505', '0.014496', '0.010344', '0.0023262', '0.0044861', '0.044484', '0.3626', '0.0045046', '0', '0.070689', '0.16933', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/19/08', '0.021337', '0', '0.031504', '0.014496', '0.010345', '0.0023263', '0.0044861', '0.044483', '0.36258', '0.0045045', '0', '0.070701', '0.16933', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/19/08', '0.021337', '0', '0.031504', '0.014496', '0.010345', '0.0023263', '0.0044861', '0.044483', '0.36258', '0.0045045', '0', '0.070701', '0.16933', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/25/08', '0.021336', '0', '0.031502', '0.014497', '0.010348', '0.0023265', '0.004486', '0.044481', '0.36255', '0.0045043', '0', '0.070723', '0.16934', '0', '0', '0', '0.011184', '0.23117', '0.0069299', '0.014623']"
"['4/30/08', '0.021336', '0', '0.031499', '0.014498', '0.01035', '0.0023267', '0.0044859', '0.044479', '0.36253', '0.0045041', '0', '0.070742', '0.16935', '0', '0', '0', '0.011183', '0.23117', '0.0069299', '0.014623']"
"['4/30/08', '0.021336', '0', '0.031499', '0.014498', '0.01035', '0.0023267', '0.0044859', '0.044479', '0.36253', '0.0045041', '0', '0.070742', '0.16935', '0', '0', '0', '0.011183', '0.23117', '0.0069299', '0.014623']"
"['5/3/08', '0.021335', '0', '0.031498', '0.014498', '0.010351', '0.0023268', '0.0044858', '0.044478', '0.36251', '0.004504', '0', '0.070754', '0.16935', '0', '0', '0', '0.011183', '0.23117', '0.0069299', '0.014623']"
"['5/3/08', '0.021335', '0', '0.031498', '0.014498', '0.010351', '0.0023268', '0.0044858', '0.044478', '0.36251', '0.004504', '0', '0.070754', '0.16935', '0', '0', '0', '0.011183', '0.23117', '0.0069299', '0.014623']"
"['5/9/08', '0.021335', '0', '0.031496', '0.014499', '0.010353', '0.002327', '0.0044857', '0.044476', '0.36248', '0.0045037', '0', '0.070776', '0.16936', '0', '0', '0', '0.011183', '0.23117', '0.0069299', '0.014623']"
"['5/10/08', '0.021335', '0', '0.031495', '0.014499', '0.010354', '0.002327', '0.0044857', '0.044475', '0.36248', '0.0045037', '0', '0.07078', '0.16936', '0', '0', '0', '0.011183', '0.23116', '0.0069299', '0.014623']"
"['5/11/08', '0.021334', '0', '0.031495', '0.014499', '0.010354', '0.002327', '0.0044857', '0.044475', '0.36248', '0.0045036', '0', '0.070784', '0.16937', '0', '0', '0', '0.011183', '0.23116', '0.0069299', '0.014623']"
"['5/12/08', '0.021334', '0', '0.031494', '0.014499', '0.010355', '0.0023271', '0.0044857', '0.044474', '0.36247', '0.0045036', '0', '0.070788', '0.16937', '0', '0', '0', '0.011183', '0.23116', '0.0069299', '0.014623']"
"['5/13/08', '0.021334', '0', '0.031494', '0.014499', '0.010355', '0.0023271', '0.0044857', '0.044474', '0.36247', '0.0045036', '0', '0.070792', '0.16937', '0', '0', '0', '0.011183', '0.23116', '0.0069299', '0.014623']"
"['5/15/08', '0.021334', '0', '0.031493', '0.0145', '0.010356', '0.0023272', '0.0044856', '0.044473', '0.36246', '0.0045035', '0', '0.070799', '0.16937', '0', '0', '0', '0.011183', '0.23116', '0.0069299', '0.014623']"
"['5/21/08', '0.021333', '0', '0.031491', '0.014501', '0.010359', '0.0023273', '0.0044855', '0.044471', '0.36243', '0.0045032', '0', '0.070822', '0.16938', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
"['5/21/08', '0.021333', '0', '0.031491', '0.014501', '0.010359', '0.0023273', '0.0044855', '0.044471', '0.36243', '0.0045032', '0', '0.070822', '0.16938', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
"['5/21/08', '0.021333', '0', '0.031491', '0.014501', '0.010359', '0.0023273', '0.0044855', '0.044471', '0.36243', '0.0045032', '0', '0.070822', '0.16938', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
"['5/22/08', '0.021333', '0', '0.03149', '0.014501', '0.010359', '0.0023274', '0.0044855', '0.044471', '0.36242', '0.0045032', '0', '0.070826', '0.16938', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
"['5/22/08', '0.021333', '0', '0.03149', '0.014501', '0.010359', '0.0023274', '0.0044855', '0.044471', '0.36242', '0.0045032', '0', '0.070826', '0.16938', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
"['5/22/08', '0.021333', '0', '0.03149', '0.014501', '0.010359', '0.0023274', '0.0044855', '0.044471', '0.36242', '0.0045032', '0', '0.070826', '0.16938', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
"['5/23/08', '0.021333', '0', '0.03149', '0.014501', '0.010359', '0.0023274', '0.0044855', '0.04447', '0.36242', '0.0045031', '0', '0.07083', '0.16939', '0', '0', '0', '0.011182', '0.23116', '0.0069298', '0.014623']"
